# epoch train_loss train_accuracy valid_loss valid_accuracy learning_rate pruning class_accuracy_0 class_accuracy_1 class_accuracy_2 class_accuracy_3 class_accuracy_4 class_accuracy_5 class_accuracy_6 class_accuracy_7 class_accuracy_8 class_accuracy_9
1.100000000000000000e+01 8.915732777126309516e-01 8.444599999999999884e-01 3.241691207781005613e-01 9.104999999999999760e-01 1.000000000000000021e-02 8.810699499093525011e-01 9.340000000000000524e-01 9.659999999999999698e-01 8.880000000000000115e-01 7.730000000000000204e-01 8.920000000000000151e-01 8.800000000000000044e-01 9.489999999999999547e-01 9.320000000000000506e-01 9.529999999999999583e-01 9.379999999999999449e-01
1.200000000000000000e+01 8.068729369821872055e-01 8.744399999999999951e-01 2.983097285508347629e-01 9.186999999999999611e-01 1.000000000000000021e-02 8.810699499093525011e-01 9.370000000000000551e-01 9.539999999999999591e-01 8.960000000000000187e-01 8.020000000000000462e-01 9.030000000000000249e-01 8.830000000000000071e-01 9.529999999999999583e-01 9.399999999999999467e-01 9.569999999999999618e-01 9.619999999999999662e-01
1.300000000000000000e+01 1.104482575993620319e+00 7.577399999999999691e-01 4.065590072363710061e-01 8.792999999999999705e-01 1.000000000000000021e-02 9.163134041352627435e-01 9.040000000000000258e-01 9.379999999999999449e-01 8.399999999999999689e-01 7.550000000000000044e-01 8.750000000000000000e-01 8.040000000000000480e-01 9.379999999999999449e-01 8.990000000000000213e-01 9.250000000000000444e-01 9.150000000000000355e-01
1.400000000000000000e+01 9.172254735776727008e-01 8.319800000000000528e-01 3.626711078154774004e-01 8.964999999999999636e-01 1.000000000000000021e-02 9.163134041352627435e-01 9.300000000000000488e-01 9.479999999999999538e-01 8.539999999999999813e-01 7.660000000000000142e-01 8.709999999999999964e-01 8.729999999999999982e-01 9.419999999999999485e-01 9.070000000000000284e-01 9.469999999999999529e-01 9.270000000000000462e-01
1.500000000000000000e+01 1.331670821513873282e+00 6.516999999999999460e-01 5.504496354169358119e-01 8.256999999999999895e-01 1.000000000000000021e-02 9.409837065600309414e-01 8.699999999999999956e-01 9.469999999999999529e-01 7.479999999999999982e-01 5.749999999999999556e-01 7.830000000000000293e-01 8.189999999999999503e-01 8.840000000000000080e-01 8.539999999999999813e-01 8.790000000000000036e-01 8.980000000000000204e-01
1.600000000000000000e+01 1.054512377587633942e+00 7.773200000000000109e-01 4.404350438247473520e-01 8.649000000000000021e-01 1.000000000000000021e-02 9.409837065600309414e-01 8.679999999999999938e-01 9.549999999999999600e-01 8.179999999999999494e-01 6.520000000000000240e-01 8.760000000000000009e-01 8.149999999999999467e-01 9.060000000000000275e-01 9.000000000000000222e-01 9.409999999999999476e-01 9.180000000000000382e-01
1.700000000000000000e+01 1.365164778778664267e+00 6.400599999999999623e-01 6.452495202469749058e-01 7.956999999999999629e-01 1.000000000000000021e-02 9.582538656309946834e-01 8.379999999999999671e-01 9.050000000000000266e-01 7.029999999999999583e-01 6.410000000000000142e-01 7.329999999999999849e-01 7.299999999999999822e-01 8.609999999999999876e-01 8.389999999999999680e-01 8.579999999999999849e-01 8.489999999999999769e-01
1.800000000000000000e+01 1.135853643723961914e+00 7.409200000000000230e-01 5.325921206904676852e-01 8.322000000000000508e-01 1.000000000000000021e-02 9.582538656309946834e-01 8.729999999999999982e-01 9.060000000000000275e-01 7.780000000000000249e-01 6.580000000000000293e-01 7.990000000000000435e-01 7.720000000000000195e-01 8.960000000000000187e-01 8.589999999999999858e-01 8.940000000000000169e-01 8.870000000000000107e-01
1.900000000000000000e+01 1.435442131067496963e+00 6.063399999999999901e-01 7.016377143395213789e-01 7.772999999999999909e-01 1.000000000000000021e-02 9.703411977667861787e-01 7.850000000000000311e-01 9.290000000000000480e-01 6.899999999999999467e-01 5.390000000000000346e-01 7.079999999999999627e-01 7.219999999999999751e-01 8.559999999999999831e-01 8.329999999999999627e-01 8.729999999999999982e-01 8.379999999999999671e-01
2.000000000000000000e+01 1.188367513571499501e+00 7.224399999999999711e-01 5.902261843506139138e-01 8.139999999999999458e-01 1.000000000000000021e-02 9.703411977667861787e-01 8.589999999999999858e-01 9.330000000000000515e-01 7.439999999999999947e-01 6.009999999999999787e-01 7.339999999999999858e-01 7.810000000000000275e-01 9.000000000000000222e-01 8.469999999999999751e-01 8.840000000000000080e-01 8.569999999999999840e-01
