# epoch train_loss train_accuracy valid_loss valid_accuracy learning_rate class_accuracy_0 class_accuracy_1 class_accuracy_2 class_accuracy_3
8.900000000000000000e+01 6.941683131456375389e-01 8.543749999999999956e-01 3.668509703874587857e-01 8.887500000000000400e-01 1.000000000000000194e-02 9.150000000000000355e-01 9.799999999999999822e-01 7.950000000000000400e-01 8.649999999999999911e-01
9.000000000000000000e+01 6.992159342765807972e-01 8.571874999999999911e-01 3.644376942515373252e-01 8.862499999999999822e-01 1.000000000000000194e-02 9.150000000000000355e-01 9.799999999999999822e-01 8.000000000000000444e-01 8.499999999999999778e-01
9.100000000000000000e+01 6.987339502573013394e-01 8.631250000000000311e-01 3.680586603283881875e-01 8.787500000000000311e-01 1.000000000000000194e-02 8.850000000000000089e-01 9.849999999999999867e-01 7.950000000000000400e-01 8.499999999999999778e-01
9.200000000000000000e+01 6.990621823072433738e-01 8.571874999999999911e-01 3.745014524459838734e-01 8.737500000000000266e-01 1.000000000000000194e-02 9.050000000000000266e-01 9.849999999999999867e-01 7.500000000000000000e-01 8.549999999999999822e-01
9.300000000000000000e+01 7.029625344276427823e-01 8.531250000000000222e-01 3.690572994947433627e-01 8.762499999999999734e-01 1.000000000000000194e-02 9.100000000000000311e-01 9.799999999999999822e-01 7.600000000000000089e-01 8.549999999999999822e-01
9.400000000000000000e+01 6.867447656393050881e-01 8.668749999999999512e-01 3.703748330473899952e-01 8.812499999999999778e-01 1.000000000000000194e-02 9.250000000000000444e-01 9.749999999999999778e-01 7.600000000000000089e-01 8.649999999999999911e-01
9.500000000000000000e+01 6.999325504899025496e-01 8.587500000000000133e-01 3.707582134008407526e-01 8.837500000000000355e-01 1.000000000000000194e-02 8.950000000000000178e-01 9.899999999999999911e-01 8.000000000000000444e-01 8.499999999999999778e-01
9.600000000000000000e+01 6.866151642799377397e-01 8.612499999999999600e-01 3.715258523821830527e-01 8.800000000000000044e-01 1.000000000000000194e-02 8.900000000000000133e-01 9.899999999999999911e-01 7.750000000000000222e-01 8.649999999999999911e-01
9.700000000000000000e+01 6.995607858896255582e-01 8.562499999999999556e-01 3.681336003541946233e-01 8.824999999999999512e-01 1.000000000000000194e-02 9.150000000000000355e-01 9.799999999999999822e-01 7.600000000000000089e-01 8.750000000000000000e-01
9.800000000000000000e+01 6.931790846586227683e-01 8.599999999999999867e-01 3.654740458726882801e-01 8.874999999999999556e-01 1.000000000000000194e-02 9.150000000000000355e-01 9.899999999999999911e-01 7.950000000000000400e-01 8.499999999999999778e-01
9.900000000000000000e+01 6.945534074306487504e-01 8.659375000000000266e-01 3.661868816614151090e-01 8.787500000000000311e-01 1.000000000000000194e-02 9.250000000000000444e-01 9.749999999999999778e-01 7.500000000000000000e-01 8.649999999999999911e-01
