# epoch train_loss train_accuracy valid_loss valid_accuracy class_accuracy_0 class_accuracy_1 class_accuracy_2 class_accuracy_3
1.260000000000000000e+02 1.688644465728430036e-02 9.940624999999999600e-01 8.198777616024017778e-01 8.462499999999999467e-01 8.499999999999999778e-01 9.649999999999999689e-01 7.550000000000000044e-01 8.149999999999999467e-01
1.270000000000000000e+02 6.148575693077873612e-03 9.993750000000000133e-01 7.776777708530425715e-01 8.562499999999999556e-01 8.699999999999999956e-01 9.399999999999999467e-01 7.650000000000000133e-01 8.499999999999999778e-01
1.280000000000000000e+02 1.874407745592179819e-02 9.934374999999999734e-01 7.254269555211066978e-01 8.387499999999999956e-01 8.800000000000000044e-01 9.499999999999999556e-01 7.099999999999999645e-01 8.149999999999999467e-01
1.290000000000000000e+02 9.130572931899222713e-03 9.981250000000000400e-01 8.168248501420021235e-01 8.437500000000000000e-01 8.599999999999999867e-01 9.549999999999999600e-01 7.299999999999999822e-01 8.299999999999999600e-01
1.300000000000000000e+02 1.382818429177859812e-02 9.949999999999999956e-01 8.110407066345214355e-01 8.349999999999999645e-01 8.499999999999999778e-01 9.449999999999999512e-01 7.600000000000000089e-01 7.850000000000000311e-01
1.310000000000000000e+02 8.749794909526827091e-03 9.971875000000000044e-01 7.583644416928291276e-01 8.362500000000000488e-01 8.549999999999999822e-01 9.399999999999999467e-01 7.349999999999999867e-01 8.149999999999999467e-01
1.320000000000000000e+02 1.049394357789424324e-02 9.965625000000000178e-01 8.229377174377441317e-01 8.287499999999999867e-01 8.499999999999999778e-01 9.599999999999999645e-01 6.500000000000000222e-01 8.549999999999999822e-01
1.330000000000000000e+02 1.136064988910220550e-02 9.962499999999999689e-01 7.140168750286102206e-01 8.425000000000000266e-01 8.850000000000000089e-01 9.699999999999999734e-01 6.949999999999999512e-01 8.199999999999999512e-01
1.340000000000000000e+02 6.616502907199901806e-03 9.987500000000000266e-01 6.686221367120742665e-01 8.575000000000000400e-01 8.149999999999999467e-01 9.699999999999999734e-01 8.449999999999999734e-01 8.000000000000000444e-01
1.350000000000000000e+02 7.626874156121630013e-03 9.975000000000000533e-01 7.524604505300521717e-01 8.325000000000000178e-01 8.399999999999999689e-01 9.549999999999999600e-01 7.500000000000000000e-01 7.850000000000000311e-01
1.360000000000000000e+02 3.325250917623634277e-03 9.996874999999999512e-01 7.320519694685936329e-01 8.487500000000000044e-01 8.499999999999999778e-01 9.599999999999999645e-01 7.700000000000000178e-01 8.149999999999999467e-01
1.370000000000000000e+02 9.957877323031424921e-03 9.965625000000000178e-01 7.055873405933380527e-01 8.537500000000000089e-01 8.299999999999999600e-01 9.699999999999999734e-01 7.550000000000000044e-01 8.599999999999999867e-01
1.380000000000000000e+02 1.357409771604579929e-02 9.943750000000000089e-01 7.339495289325713712e-01 8.687500000000000222e-01 8.649999999999999911e-01 9.649999999999999689e-01 7.950000000000000400e-01 8.499999999999999778e-01
1.390000000000000000e+02 1.409115279006073300e-02 9.946874999999999467e-01 7.992173945903777721e-01 8.425000000000000266e-01 8.499999999999999778e-01 9.749999999999999778e-01 7.850000000000000311e-01 7.600000000000000089e-01
1.400000000000000000e+02 7.653082151882699413e-03 9.981250000000000400e-01 7.947976467758417485e-01 8.537500000000000089e-01 8.599999999999999867e-01 9.749999999999999778e-01 7.600000000000000089e-01 8.199999999999999512e-01
1.410000000000000000e+02 1.105629448466061149e-02 9.965625000000000178e-01 7.141647535562515303e-01 8.575000000000000400e-01 8.800000000000000044e-01 9.749999999999999778e-01 7.249999999999999778e-01 8.499999999999999778e-01
1.420000000000000000e+02 9.012995576194953937e-03 9.981250000000000400e-01 7.602126631140708746e-01 8.449999999999999734e-01 8.199999999999999512e-01 9.599999999999999645e-01 7.800000000000000266e-01 8.199999999999999512e-01
1.430000000000000000e+02 1.298070806129544494e-02 9.956249999999999822e-01 7.357619529962540206e-01 8.387499999999999956e-01 8.249999999999999556e-01 9.699999999999999734e-01 7.600000000000000089e-01 8.000000000000000444e-01
1.440000000000000000e+02 1.260841719078598620e-02 9.971875000000000044e-01 7.608890521526336936e-01 8.475000000000000311e-01 8.649999999999999911e-01 9.699999999999999734e-01 7.750000000000000222e-01 7.800000000000000266e-01
1.450000000000000000e+02 5.551778185545117733e-03 9.987500000000000266e-01 7.187127780914306374e-01 8.462499999999999467e-01 8.449999999999999734e-01 9.549999999999999600e-01 7.600000000000000089e-01 8.249999999999999556e-01
1.460000000000000000e+02 1.537528619068325580e-02 9.949999999999999956e-01 7.548065316677093906e-01 8.537500000000000089e-01 8.649999999999999911e-01 9.599999999999999645e-01 7.199999999999999734e-01 8.699999999999999956e-01
1.470000000000000000e+02 9.440372698882128211e-03 9.984374999999999778e-01 8.067687702178955034e-01 8.337499999999999911e-01 8.599999999999999867e-01 9.549999999999999600e-01 6.949999999999999512e-01 8.249999999999999556e-01
1.480000000000000000e+02 5.538486308214487369e-03 9.981250000000000400e-01 8.714029118418693542e-01 8.449999999999999734e-01 7.850000000000000311e-01 9.649999999999999689e-01 7.850000000000000311e-01 8.449999999999999734e-01
1.490000000000000000e+02 1.441228655159648014e-02 9.959375000000000311e-01 8.071123266220092685e-01 8.475000000000000311e-01 8.349999999999999645e-01 9.799999999999999822e-01 7.349999999999999867e-01 8.399999999999999689e-01
1.500000000000000000e+02 1.681291273031092562e-02 9.943750000000000089e-01 8.679480576515197221e-01 8.299999999999999600e-01 7.900000000000000355e-01 9.799999999999999822e-01 7.449999999999999956e-01 8.050000000000000488e-01
1.510000000000000000e+02 1.604836858503404240e-02 9.940624999999999600e-01 7.632145708799362716e-01 8.337499999999999911e-01 8.000000000000000444e-01 9.599999999999999645e-01 7.700000000000000178e-01 8.050000000000000488e-01
1.520000000000000000e+02 1.147377068562491394e-02 9.959375000000000311e-01 7.913900625705718728e-01 8.462499999999999467e-01 8.549999999999999822e-01 9.649999999999999689e-01 7.099999999999999645e-01 8.549999999999999822e-01
1.530000000000000000e+02 1.414131614415964529e-02 9.949999999999999956e-01 7.601471471786499512e-01 8.475000000000000311e-01 8.349999999999999645e-01 9.699999999999999734e-01 7.700000000000000178e-01 8.149999999999999467e-01
1.540000000000000000e+02 1.989153191439982024e-02 9.931250000000000355e-01 7.435549634695053367e-01 8.412500000000000533e-01 8.349999999999999645e-01 9.749999999999999778e-01 7.550000000000000044e-01 8.000000000000000444e-01
1.550000000000000000e+02 1.665447745996061560e-02 9.937500000000000222e-01 7.025708781182765650e-01 8.437500000000000000e-01 8.599999999999999867e-01 9.599999999999999645e-01 7.199999999999999734e-01 8.349999999999999645e-01
1.560000000000000000e+02 1.142853384109912378e-02 9.965625000000000178e-01 7.106642973423004106e-01 8.512499999999999512e-01 8.599999999999999867e-01 9.749999999999999778e-01 7.750000000000000222e-01 7.950000000000000400e-01
1.570000000000000000e+02 9.919126280656200001e-03 9.978124999999999911e-01 6.996421647071838779e-01 8.599999999999999867e-01 8.750000000000000000e-01 9.699999999999999734e-01 7.900000000000000355e-01 8.050000000000000488e-01
1.580000000000000000e+02 1.815270809180219783e-02 9.946874999999999467e-01 7.599031132459640459e-01 8.375000000000000222e-01 8.149999999999999467e-01 9.699999999999999734e-01 7.750000000000000222e-01 7.900000000000000355e-01
1.590000000000000000e+02 1.408491160495032105e-02 9.946874999999999467e-01 7.773796308040619163e-01 8.325000000000000178e-01 8.699999999999999956e-01 9.499999999999999556e-01 7.550000000000000044e-01 7.550000000000000044e-01
1.600000000000000000e+02 8.144344167230883197e-03 9.984374999999999778e-01 8.882528716325759355e-01 8.087499999999999689e-01 8.399999999999999689e-01 8.000000000000000444e-01 7.700000000000000178e-01 8.249999999999999556e-01
1.610000000000000000e+02 1.365348412517050809e-02 9.943750000000000089e-01 8.530776196718216076e-01 8.387499999999999956e-01 8.449999999999999734e-01 9.649999999999999689e-01 7.049999999999999600e-01 8.399999999999999689e-01
1.620000000000000000e+02 4.272896075708559199e-03 9.993750000000000133e-01 7.889736092090606778e-01 8.525000000000000355e-01 8.750000000000000000e-01 9.599999999999999645e-01 7.500000000000000000e-01 8.249999999999999556e-01
1.630000000000000000e+02 1.015356962532678112e-02 9.968749999999999556e-01 8.859953320026398016e-01 8.262500000000000400e-01 8.649999999999999911e-01 9.300000000000000488e-01 7.199999999999999734e-01 7.900000000000000355e-01
1.640000000000000000e+02 9.433080065646208892e-03 9.971875000000000044e-01 8.011617374420165749e-01 8.249999999999999556e-01 8.649999999999999911e-01 9.399999999999999467e-01 6.850000000000000533e-01 8.100000000000000533e-01
1.650000000000000000e+02 4.902469311782624468e-03 9.993750000000000133e-01 7.430481350421905828e-01 8.425000000000000266e-01 8.699999999999999956e-01 9.499999999999999556e-01 7.099999999999999645e-01 8.399999999999999689e-01
1.660000000000000000e+02 5.885319884000637415e-03 9.987500000000000266e-01 6.753443014621735019e-01 8.437500000000000000e-01 8.449999999999999734e-01 9.649999999999999689e-01 7.500000000000000000e-01 8.149999999999999467e-01
1.670000000000000000e+02 6.041745978709513881e-03 9.984374999999999778e-01 7.508292478322983188e-01 8.562499999999999556e-01 8.449999999999999734e-01 9.749999999999999778e-01 7.600000000000000089e-01 8.449999999999999734e-01
1.680000000000000000e+02 1.049461484777566497e-02 9.971875000000000044e-01 7.362591966753825323e-01 8.462499999999999467e-01 8.199999999999999512e-01 9.749999999999999778e-01 7.500000000000000000e-01 8.399999999999999689e-01
1.690000000000000000e+02 7.716018421124317545e-03 9.978124999999999911e-01 8.338384282588958696e-01 8.349999999999999645e-01 8.699999999999999956e-01 9.449999999999999512e-01 7.500000000000000000e-01 7.750000000000000222e-01
1.700000000000000000e+02 4.795874960327637174e-03 9.984374999999999778e-01 7.073558822274208513e-01 8.537500000000000089e-01 8.499999999999999778e-01 9.749999999999999778e-01 7.750000000000000222e-01 8.149999999999999467e-01
1.710000000000000000e+02 1.202902384735352742e-02 9.968749999999999556e-01 8.366684401035309193e-01 8.299999999999999600e-01 8.199999999999999512e-01 9.449999999999999512e-01 7.199999999999999734e-01 8.349999999999999645e-01
1.720000000000000000e+02 6.773967541048478251e-03 9.984374999999999778e-01 8.977911263704300149e-01 8.299999999999999600e-01 8.149999999999999467e-01 9.599999999999999645e-01 8.249999999999999556e-01 7.199999999999999734e-01
1.730000000000000000e+02 5.118302998525905111e-03 9.987500000000000266e-01 8.616904336214065152e-01 8.449999999999999734e-01 8.549999999999999822e-01 9.549999999999999600e-01 7.700000000000000178e-01 8.000000000000000444e-01
1.740000000000000000e+02 3.576518649533681933e-03 9.990624999999999645e-01 7.784373891353607577e-01 8.475000000000000311e-01 8.599999999999999867e-01 9.549999999999999600e-01 7.850000000000000311e-01 7.900000000000000355e-01
1.750000000000000000e+02 6.354568971473782170e-03 9.984374999999999778e-01 8.862022757530212402e-01 8.312500000000000444e-01 8.349999999999999645e-01 9.599999999999999645e-01 7.099999999999999645e-01 8.199999999999999512e-01
1.760000000000000000e+02 1.103945256534643628e-02 9.975000000000000533e-01 7.062354242801666127e-01 8.462499999999999467e-01 8.499999999999999778e-01 9.599999999999999645e-01 7.550000000000000044e-01 8.199999999999999512e-01
1.770000000000000000e+02 1.000469146682007697e-02 9.971875000000000044e-01 1.132973598241806101e+00 8.137499999999999734e-01 7.299999999999999822e-01 9.499999999999999556e-01 6.800000000000000488e-01 8.950000000000000178e-01
1.780000000000000000e+02 8.161005878791911458e-03 9.971875000000000044e-01 7.023631232976913497e-01 8.525000000000000355e-01 8.549999999999999822e-01 9.599999999999999645e-01 7.900000000000000355e-01 8.050000000000000488e-01
1.790000000000000000e+02 7.871804309361322624e-03 9.971875000000000044e-01 7.346845228970050323e-01 8.487500000000000044e-01 8.449999999999999734e-01 9.549999999999999600e-01 7.700000000000000178e-01 8.249999999999999556e-01
1.800000000000000000e+02 1.945725402074458682e-02 9.937500000000000222e-01 8.306962060928344549e-01 8.375000000000000222e-01 8.699999999999999956e-01 9.449999999999999512e-01 7.500000000000000000e-01 7.850000000000000311e-01
1.810000000000000000e+02 6.009962987154722318e-03 9.990624999999999645e-01 8.475966000556945934e-01 8.437500000000000000e-01 8.499999999999999778e-01 9.699999999999999734e-01 6.949999999999999512e-01 8.599999999999999867e-01
1.820000000000000000e+02 9.139501136814942583e-03 9.981250000000000400e-01 7.858475688099860745e-01 8.587500000000000133e-01 8.249999999999999556e-01 9.599999999999999645e-01 8.199999999999999512e-01 8.299999999999999600e-01
1.830000000000000000e+02 8.338094866048776851e-03 9.978124999999999911e-01 7.741896265745162875e-01 8.487500000000000044e-01 8.499999999999999778e-01 9.799999999999999822e-01 7.199999999999999734e-01 8.449999999999999734e-01
1.840000000000000000e+02 4.727311010719858694e-03 9.990624999999999645e-01 7.429763042926788019e-01 8.599999999999999867e-01 8.649999999999999911e-01 9.749999999999999778e-01 7.950000000000000400e-01 8.050000000000000488e-01
1.850000000000000000e+02 2.898266874999535538e-03 9.996874999999999512e-01 7.535128754377364846e-01 8.537500000000000089e-01 8.199999999999999512e-01 9.599999999999999645e-01 8.149999999999999467e-01 8.199999999999999512e-01
1.860000000000000000e+02 6.814290483234799155e-03 9.975000000000000533e-01 7.674444901943207054e-01 8.437500000000000000e-01 8.199999999999999512e-01 9.599999999999999645e-01 7.750000000000000222e-01 8.199999999999999512e-01
1.870000000000000000e+02 2.995397073154890469e-03 9.993750000000000133e-01 8.207009363174438965e-01 8.425000000000000266e-01 8.399999999999999689e-01 9.749999999999999778e-01 7.349999999999999867e-01 8.199999999999999512e-01
1.880000000000000000e+02 2.173205648032308038e-03 9.996874999999999512e-01 7.661638492345810292e-01 8.599999999999999867e-01 8.750000000000000000e-01 9.699999999999999734e-01 7.800000000000000266e-01 8.149999999999999467e-01
1.890000000000000000e+02 2.740467023832024798e-03 9.993750000000000133e-01 7.962839776277541581e-01 8.425000000000000266e-01 8.050000000000000488e-01 9.699999999999999734e-01 7.850000000000000311e-01 8.100000000000000533e-01
1.900000000000000000e+02 5.201598481635301072e-03 9.987500000000000266e-01 8.121931779384613526e-01 8.412500000000000533e-01 8.399999999999999689e-01 9.799999999999999822e-01 7.600000000000000089e-01 7.850000000000000311e-01
1.910000000000000000e+02 4.961820191565493969e-03 9.984374999999999778e-01 8.714509057998657271e-01 8.449999999999999734e-01 8.599999999999999867e-01 9.599999999999999645e-01 7.550000000000000044e-01 8.050000000000000488e-01
1.920000000000000000e+02 6.085736869426910250e-03 9.981250000000000400e-01 8.947537791728973344e-01 8.349999999999999645e-01 8.499999999999999778e-01 9.350000000000000533e-01 7.199999999999999734e-01 8.349999999999999645e-01
1.930000000000000000e+02 1.124211034766631201e-02 9.956249999999999822e-01 8.035029804706573797e-01 8.437500000000000000e-01 8.750000000000000000e-01 9.499999999999999556e-01 7.399999999999999911e-01 8.100000000000000533e-01
1.940000000000000000e+02 6.385248422739095951e-03 9.981250000000000400e-01 7.991861534118652743e-01 8.525000000000000355e-01 8.399999999999999689e-01 9.599999999999999645e-01 7.600000000000000089e-01 8.499999999999999778e-01
1.950000000000000000e+02 5.002596974427433486e-03 9.990624999999999645e-01 8.208826202154159146e-01 8.449999999999999734e-01 8.699999999999999956e-01 9.599999999999999645e-01 7.550000000000000044e-01 7.950000000000000400e-01
1.960000000000000000e+02 3.839797801119857346e-03 9.993750000000000133e-01 7.222019952535628784e-01 8.587500000000000133e-01 8.649999999999999911e-01 9.799999999999999822e-01 7.650000000000000133e-01 8.249999999999999556e-01
1.970000000000000000e+02 2.269119253105600278e-03 9.996874999999999512e-01 7.998827147483825728e-01 8.475000000000000311e-01 8.349999999999999645e-01 9.699999999999999734e-01 7.700000000000000178e-01 8.149999999999999467e-01
1.980000000000000000e+02 5.709290378945297562e-03 9.987500000000000266e-01 8.530785434693097802e-01 8.399999999999999689e-01 8.549999999999999822e-01 9.649999999999999689e-01 7.500000000000000000e-01 7.900000000000000355e-01
1.990000000000000000e+02 4.781943853267875931e-03 9.987500000000000266e-01 8.272586295008659274e-01 8.512499999999999512e-01 8.449999999999999734e-01 9.749999999999999778e-01 7.600000000000000089e-01 8.249999999999999556e-01
